ID,Turbine EXW,Transport,Customizations,Hub activities,Hub rental,Installation,Commissioning,Commissioning vessel,Installation vessel,Wind speed,Air density,Water depth,Country,Inflation,Project launch year NTP,Installation year,Distance from shore,Distance from hub,Number of units,Site area,Weather,Losses of production,Equity share
246,18436.67347240777,902.2773070346841,907.3500696953827,453.8665210030062,458.4374006664053,453.1790281879841,642.0688824719855,909.3904826571966,641.0351818533226,9.02,2.33,58.43,br,7.15,2021,2023,177.02,118.67,242,167,83,19,98
247,18466.650796410548,902.761108153978,907.8116875534407,453.9451903940047,458.53535224139625,453.3507473343718,642.3778755408405,909.6847427454347,641.2475071445696,10.73,2.37,48.95,no,7.4,2025,2028,86.05,53.67,112,75,65,10,54
248,18468.916866035408,902.9815626265748,907.9373320845546,454.51951199723186,459.13170644309804,453.42480805638235,642.4750430670844,910.1673655685396,641.2969424470491,8.39,2.35,78.14,ke,6.21,2022,2023,153.42000000000002,68.91,265,91,25,13,54
249,18470.495157321893,903.0184139020131,908.4498751042943,454.5432901771235,459.6409482541961,453.6183222997872,642.5309503707439,910.5997262332285,641.4814328877975,10.71,2.39,76.36,ar,7.01,2022,2026,166.83,169.3,73,34,51,17,54
250,18488.121759693375,903.1355503543322,908.7981947482192,454.57181209225985,459.65630673690345,453.65686116473904,642.6084734071105,910.6498966239384,641.6549535445636,9.5,2.24,66.43,sa,7.21,2023,2029,140.98000000000002,70.2,18,31,58,12,76
251,18499.908903678708,903.1378502086168,908.932381993959,454.9400000986171,460.1725634596492,453.7476775214478,643.6812674244627,910.6771579617308,641.8031178277691,10.88,2.38,64.33,mc,3.29,2022,2023,103.26,62.5,144,74,69,13,31
252,18509.60444904267,904.1075126119702,909.0364587928665,455.65403979221014,460.3185197785076,454.59884457262,643.8988236220763,911.0580540034856,641.9559147100335,8.55,2.35,75.38,me,3.71,2023,2028,41.17,49.22,158,164,73,13,64
253,18534.020839799705,904.5848673931029,909.2081026366235,455.69268812129053,460.4122039211203,454.6147345234343,644.4272509694775,911.232143241786,642.0691501562526,9.09,2.3600000000000003,52.21,sb,7.21,2025,2024,99.1,54.5,151,228,94,20,80
254,18545.21289607905,904.6135061763205,909.4101273436304,455.72464051171295,460.5006677016771,454.6534925003717,645.3939538787666,911.3401735468409,642.3678879463342,8.06,2.34,30.36,td,3.62,2021,2023,165.24,147.25,259,108,1,19,63
255,18556.445887313475,905.0306953841925,909.6513131716074,455.98193780327597,460.5157448082912,454.67898422979977,645.8350033191292,911.5092025903438,642.6132871609893,11.9,2.2300000000000004,46.980000000000004,cl,3.6100000000000003,2021,2028,39.54,59.78,141,77,83,12,98
256,18557.239245424593,905.4346506544777,909.6682679988901,456.0496876974325,460.810354522229,455.0848736640499,645.8446305716061,912.1877813809892,642.899436169776,10.06,2.26,55.18,ga,6.87,2022,2024,68.25,41.92,268,157,60,18,97
257,18558.019735871672,905.491916017841,909.9777828092742,456.302302138253,460.84336564968106,455.51563071327996,646.0354759858762,912.4548888468024,642.902523948788,11.34,2.34,45.0,cy,5.359999999999999,2024,2025,145.28,111.38,276,236,25,16,30
258,18561.31142421108,905.7180070076083,910.5210338473706,456.69116912961516,461.03165254583155,455.7871201028978,646.0994030796998,912.7431744258386,642.9516984590571,8.28,2.35,73.24000000000001,am,3.8200000000000003,2024,2023,123.75,79.25,188,33,23,15,58
259,18566.796465279454,905.7906036164552,911.4495654877327,456.76197934211535,461.28511926807727,455.80319968214496,646.1694076306978,913.0012620774684,642.9776669814233,10.12,2.2800000000000002,65.37,se,4.02,2022,2023,94.64,57.15,216,179,23,10,67
260,18573.232781225935,906.0349085728408,911.8581959318199,457.0927654965572,461.31457171184553,456.3031776385728,646.4672981142407,913.0469229983507,642.9848222107221,11.82,2.33,27.13,sn,3.6399999999999997,2024,2023,175.37,84.99000000000001,29,134,46,20,70
261,18573.905758548433,906.4564231107806,912.4396137902993,457.3095054092452,461.3773055978152,456.311635574637,646.627711904365,913.0586102774503,643.0703345425233,10.13,2.3600000000000003,80.02000000000001,la,5.25,2023,2026,160.54,72.56,167,146,94,17,65
262,18578.730426409988,906.7832340904623,913.0503733382932,457.52920304751206,461.6532222147829,457.1364899463678,646.8178480993978,913.1154359886714,643.3322991252835,10.97,2.29,39.87,tv,3.42,2025,2029,132.32999999999998,140.72,272,152,69,16,71
263,18582.56329405403,906.9403149109385,913.8654384357868,457.7776179719143,461.7840953780119,457.4003625426985,647.2379491928252,913.8226498322388,643.4227844927053,8.85,2.25,54.72,sd,3.83,2022,2028,44.05,136.38,147,287,85,10,98
264,18585.52856593156,907.0359868690266,914.1923040168635,457.91071765342514,462.1653789987016,457.71089875614666,647.9744044989287,914.3495707906503,643.5817775136514,9.2,2.38,37.55,sm,6.63,2022,2029,133.4,88.31,74,204,99,11,100
265,18619.953512505945,908.2968816288743,914.4729309175386,457.9170160337441,462.2679681603851,458.30964644675623,648.1201599074071,914.6661732728703,644.5974304068425,8.04,2.22,64.95,by,7.18,2023,2030,53.86,62.25,285,120,14,12,97
266,18620.73279841815,908.3834478344243,914.7710238169418,457.96607160903335,462.26949861755213,458.37362601231536,648.1638402622347,915.2736054199097,645.9333429519165,11.83,2.3200000000000003,77.2,lr,5.279999999999999,2023,2029,170.72,143.56,60,142,1,20,75
267,18632.62564838292,908.5201504903241,914.7963263530747,458.0242169135173,462.4543985550191,458.43007021198764,648.2303502633022,915.9726322003349,646.0812215507076,11.94,2.27,35.34,vu,3.5300000000000002,2022,2026,96.41,162.57,168,139,54,19,44
268,18647.13094121877,908.7924397391441,914.8185525768411,458.04113455526436,462.46225002131325,458.49745868536365,648.2441369002429,916.3868111566658,646.321508581647,10.4,2.37,58.39,bz,5.96,2021,2026,60.55,89.17,169,82,83,15,42
269,18658.026751920865,908.8825082757547,914.9512218488151,458.19160832712174,462.7416834380205,458.6009771306157,648.4896700327164,916.7832167875234,646.8332710895047,9.27,2.3600000000000003,32.81,ua,5.27,2025,2029,135.7,151.37,215,246,80,17,97
270,18666.401604696286,909.3912600709646,915.9538380206627,458.9301539454734,462.85435663183154,458.72856080458615,648.4900955895992,917.2146086325807,646.967722929859,8.44,2.39,51.71,sb,6.48,2022,2029,60.019999999999996,180.02,251,117,43,16,83
271,18673.96073308932,910.7467215516762,915.9711762747567,458.95003153315616,463.3205392345671,459.5571646381991,648.6209815601225,917.2328544790206,647.1087833814555,8.41,2.24,52.03,ss,5.35,2021,2028,171.38,170.44,151,116,20,17,55
272,18678.66788926788,912.2772762368089,916.0066586598642,459.0714395809844,463.41226964446673,459.83661084871557,648.766697352802,917.6949775813451,647.6621028124772,11.52,2.3600000000000003,79.53999999999999,ml,7.09,2025,2029,158.74,111.42,60,173,53,19,88
273,18692.256798062448,912.5475107466752,916.4341620844905,459.11298872550924,463.48130047381613,459.9035746931573,648.979593870032,917.9229988278244,647.7598523634508,11.93,2.2300000000000004,79.46000000000001,mx,3.67,2024,2028,64.07,150.11,232,47,34,13,62
274,18706.99450081358,912.8854604010687,916.6829906951652,459.19367382561046,463.52046179333115,460.0545690145586,649.0308442623983,918.5634803919072,648.0738615735626,8.01,2.3200000000000003,48.370000000000005,gr,6.37,2021,2027,107.83,149.01999999999998,60,135,69,18,30
275,18707.35591754166,914.0329766616549,917.0331293183513,459.6673007638426,463.54739861629236,460.15071698598996,649.4493851300681,918.9865727513134,648.6113498453268,10.46,2.37,31.509999999999998,ch,3.26,2023,2030,37.42,134.05,57,159,1,11,42
276,18711.771514700857,914.3242432357138,917.2817089910129,459.7031076583095,463.7622474566968,460.2075965447867,650.3472548081463,919.220981393137,649.1796112272043,11.23,2.26,70.21000000000001,si,3.17,2021,2029,144.57,81.45,103,188,46,18,31
277,18717.34593046267,915.9509229368286,917.642684419801,459.99778851276244,463.7692553705713,460.4158462752859,650.8250582972614,919.5939566792825,649.3938779766071,8.96,2.3600000000000003,42.45,pk,5.16,2023,2026,105.54,91.52000000000001,98,64,42,12,56
278,18727.923733105374,916.3558246240805,918.1857418016701,460.04195911697605,463.8872378796069,460.4165703610364,650.8860261689971,920.616480752599,649.3962138027126,9.35,2.33,82.03999999999999,lr,5.09,2024,2028,94.92,168.45,167,231,18,14,96
279,18747.832071648052,916.3596452417078,918.7691812897048,460.10325551691153,463.92178999556415,460.6976719919063,650.9235902202497,920.6442462315031,649.5115503217513,11.6,2.41,58.25,ve,7.1,2023,2025,129.41,111.87,140,38,96,13,64
280,18761.405957412226,916.4877809748208,918.881567563421,460.1494138506945,464.0320677994854,461.0374244366623,651.0834463102507,920.7583076592019,649.5220007776854,11.65,2.24,29.88,km,4.66,2021,2030,164.14,97.75,216,191,57,19,92
281,18763.966199476654,916.5419874939444,919.0594664118998,460.4923064167043,464.1833704509502,461.15063782740754,651.2300543156431,920.9421109293692,649.5657893906819,8.55,2.33,74.84,bi,6.53,2023,2030,140.19,162.35,207,300,97,19,46
282,18774.611911137756,917.6694133823158,919.8341493473355,460.70420953688154,464.34845628267817,461.4126703012159,651.42475204864,921.4459154463491,650.2479685360146,9.86,2.29,45.59,au,3.26,2024,2026,60.629999999999995,167.18,247,118,7,14,35
283,18775.206261264626,917.7677420601385,920.3718982209872,460.79704653893907,464.60453714238685,462.1202406165988,651.5050744066658,921.7444714537972,650.533010063872,9.57,2.33,46.58,hu,7.04,2022,2027,97.1,65.01,29,34,56,17,78
284,18779.298073958103,918.6392156805574,920.9474368968935,461.0588978369058,464.6265033921903,462.25008227069833,651.5069160696144,922.4385511448776,650.5351565793297,11.7,2.42,50.09,hn,4.42,2021,2026,164.63,111.45,172,146,72,15,63
285,18783.272099545262,919.2514843024019,921.2435259673317,461.2631547424244,464.7545044288056,462.6070789107563,651.647525647371,922.7266043677029,650.8811727217737,10.68,2.3,57.01,ro,3.12,2022,2026,116.19,163.61,15,77,43,11,38
286,18787.7446137389,919.4590741622981,921.7126576511413,461.63844564124065,464.9244977542785,462.97477542272316,651.6602331974927,922.8879824967207,650.9723473950444,10.8,2.35,49.230000000000004,bg,5.5,2023,2023,73.5,86.61,229,100,17,17,42
287,18790.721905089566,919.9541527463242,921.8272389934557,462.08425925220547,465.0705609012577,463.0399739360817,652.1629419285857,923.3133038556506,651.0714513849111,10.08,2.39,45.59,to,4.32,2023,2026,51.64,64.58,142,133,84,12,73
288,18792.893575047645,920.1045446152663,922.5629977122442,462.6925857378431,465.17729685154023,463.2365809352113,652.1678391445851,924.454794862575,651.3066853391615,11.59,2.39,78.53999999999999,tj,4.279999999999999,2025,2028,85.31,137.7,241,34,17,18,55
289,18795.342601891687,920.5298917592488,922.6638624015245,462.92931526506806,465.37615864132215,463.47887620646276,652.2632776285662,924.724372964453,651.4782298524267,10.36,2.26,28.41,uz,3.8,2025,2028,121.45,159.2,23,52,4,12,88
290,18802.701369362985,922.4664703479755,923.3938190713841,462.96020924532866,465.4527513955685,463.5135124825632,652.3125856600468,925.1291153334724,651.5990162497282,8.98,2.22,64.16,az,5.109999999999999,2024,2030,67.07,96.59,258,152,65,17,46
291,18809.72227388157,923.4145874307335,923.6487181344461,462.9806437866494,465.8770308299501,463.59103708298966,652.5606557494148,925.7545906122673,651.9486328621305,10.46,2.25,76.87,is,3.38,2021,2025,146.38,117.24,100,56,91,14,99
292,18810.2467558164,924.0454290568055,923.8133819858699,463.01656504136315,466.0410149292845,464.10518115910753,653.4463604997667,926.0493749583936,652.316503564846,9.68,2.2800000000000002,80.46000000000001,kw,4.1899999999999995,2021,2024,53.29,59.55,162,48,62,16,56
293,18813.922312441566,926.0211005614276,924.0750241314114,463.1161090576297,466.2454997380043,464.1628006496006,653.4743011788601,926.6207607554571,652.3447778687251,11.46,2.2300000000000004,41.32,tt,3.8200000000000003,2023,2024,89.82,58.09,110,243,91,12,91
294,18816.797887141573,926.8320926255805,924.7508007161429,463.29071556336095,466.6074716479783,464.3468096593551,653.9377644999383,926.9548388914751,652.4097372765816,8.71,2.35,73.11,la,4.84,2021,2026,169.04,44.79,64,203,76,19,36
295,18818.619831060198,927.0975786998516,924.9066438453633,464.13658416369566,466.9527509635353,464.54286589318787,653.94662894177,927.096563373134,653.2362508275282,9.37,2.34,59.0,by,6.93,2021,2030,167.86,47.87,140,124,60,14,41
296,18833.588060635673,927.5398787629471,925.2353497802809,464.7928317726424,466.95408345665885,464.79262621970634,654.0683595732602,927.128812638394,653.4083730255097,9.77,2.22,46.75,lv,6.07,2021,2025,63.31,117.41,183,34,48,15,44
297,18836.346946272883,927.7914546926512,926.8965977497635,465.4189147136705,466.97851894133606,464.85923653198273,654.0908781598159,927.4443643787265,653.4774859885758,11.8,2.35,65.82,pe,4.609999999999999,2022,2028,64.21000000000001,40.52,192,51,68,17,44
298,18837.636537267623,928.3222661471315,928.4112734052628,465.7427661772762,467.01194788705527,464.9599307137468,654.398481222691,927.5787900517521,653.7963176664629,8.78,2.35,77.31,lv,6.39,2022,2028,91.3,159.15,32,273,14,14,64
299,18844.87585192471,928.382131204129,928.5741292890402,465.8213111551336,467.24258279266616,465.0704802092007,654.4482052357765,927.6356434551165,654.4337505062564,8.52,2.41,29.46,kg,3.5,2024,2027,170.46,96.89,14,113,53,15,75
300,18851.18587641682,928.5184622436983,928.9050901103069,467.50537227734327,467.35931217836213,465.2702643614293,655.2053233275971,928.0204638651992,654.5916187654226,9.75,2.2800000000000002,51.64,co,3.6100000000000003,2022,2026,168.87,133.41,63,228,10,19,72
301,18858.568121527733,928.7072293726276,929.0292557597219,467.5983737848047,467.44782400243,465.3047995651861,655.5766678263549,928.6708785518039,654.6494634574266,9.89,2.2300000000000004,53.67,bs,5.3100000000000005,2023,2028,134.38,78.63,136,174,44,14,78
302,18868.475376896415,928.9149262710025,929.0658815741147,467.7050389210685,467.6369757004036,465.3993916869638,655.6909049581311,929.5089368383207,654.7424525693973,8.86,2.39,77.33,ro,4.720000000000001,2025,2027,96.23,140.24,16,175,34,20,41
303,18881.385124538123,929.4621638226027,929.561758998628,467.82280933821596,467.8533332635572,465.6976298267296,655.7934519864647,929.5246992871441,654.808982040916,11.58,2.26,54.879999999999995,in,5.0,2021,2029,141.24,189.22,56,250,73,13,59
304,18901.688545477944,929.7808413574548,930.1536893427726,467.9553940409878,467.97997120603577,465.76637558785603,655.8977153893536,929.6808156492889,654.8269904906189,11.35,2.41,32.45,om,6.83,2025,2025,91.0,139.16,105,229,31,12,65
305,18912.70653392608,930.138978602518,930.401063787543,467.9839082849681,468.294879246211,465.91368601068666,656.005778015109,930.1680773875955,654.8527312151642,10.35,2.27,75.3,lr,5.49,2021,2029,135.2,65.64,89,52,51,18,73
306,18915.49730366893,930.4107071787557,931.3130371243632,468.12553626970777,468.7010418976523,466.05811917306124,656.226810152754,930.3170659477312,654.8573908119247,11.54,2.3200000000000003,44.86,ba,3.3200000000000003,2021,2026,34.89,175.49,233,224,24,17,97
307,18916.28359538852,930.6887394543052,932.3651991842044,469.32854874884845,469.0497868837647,466.07061900637945,656.5813392390503,930.3214613798983,654.9337186836093,11.82,2.31,80.8,iq,6.52,2025,2026,119.13,86.84,95,94,96,16,52
308,18933.595251837873,930.753053102323,932.9511219034761,469.6526066172872,469.1231207264375,466.1190655549934,656.87216478694,930.6367381008149,655.478822567059,9.16,2.35,29.58,uz,3.26,2022,2030,87.55,186.44,89,231,1,12,32
309,18937.52310317873,930.8312883925635,933.6830822814121,469.762105337744,469.25117413908976,466.19993814128003,657.2820024744025,930.8865399147223,655.7587735802554,11.0,2.3,55.18,sb,6.89,2025,2030,110.75,68.33,278,147,64,19,79
310,18938.50538643219,930.871120958275,934.2825971472666,470.2813399521482,469.38904863497305,466.2036974248992,657.3219316490306,931.3250242554244,655.8416903467372,9.63,2.24,62.94,mn,3.3200000000000003,2025,2028,74.71000000000001,149.66,55,248,89,14,86
311,18947.094103761538,930.9103947128907,934.4299609858977,470.52252493890427,469.46100863116146,466.21030751975167,657.5021692447797,931.5728138554186,655.8946649172685,9.61,2.33,80.77000000000001,ge,6.86,2021,2024,53.84,44.46,91,114,41,17,47
312,18961.33291536004,931.0963036803203,935.4918512799745,470.5709936568499,469.64199143726074,466.236631489023,657.9279496719238,932.3287523063909,656.3945522640867,10.76,2.3600000000000003,70.96000000000001,kh,3.1100000000000003,2022,2024,122.27,47.25,150,278,60,20,41
313,18965.923719567156,931.1964422082671,936.1465336337625,470.8278405953015,470.202107777445,466.3499982683403,658.052321803877,933.901968526377,656.4098140406556,11.35,2.2800000000000002,60.65,lt,6.64,2024,2026,37.29,178.27,240,109,95,12,89
314,18970.024249976406,931.2348115632481,936.4311991190034,471.4074209487276,470.2897727963252,467.2736238468527,658.2374945175711,934.6483333494502,656.6907575164539,8.41,2.2800000000000002,68.62,gy,5.4399999999999995,2021,2024,97.14,140.85,38,226,50,18,89
315,18985.849276559147,931.8135655917754,936.5429510171602,471.74588212703395,470.46857238956306,467.53643141453534,659.0317346636838,934.8778023818483,657.3792302593911,9.66,2.42,35.08,br,5.87,2021,2023,83.58,181.2,155,168,56,20,95
316,18994.660288920324,932.0028332359618,936.5443707339965,471.83314104743664,470.50379086634825,467.71210004109713,659.0330907980622,935.6498378676363,657.5352380190101,8.93,2.29,65.89,ir,5.63,2021,2028,140.1,46.96,68,218,65,11,59
317,18996.274353865,932.0545004022839,936.725121437987,471.8628716937463,470.55795308796974,467.93184397490506,659.2150109898683,935.7279571640364,657.6262465037079,9.32,2.27,40.55,hr,6.0,2023,2029,73.66,119.01,115,279,74,10,37
318,19001.849888810062,932.1177116357235,937.0448488350831,471.9406795833756,471.20563152148605,468.23172453390947,659.2459878369597,936.1567799912063,658.2398866250869,11.29,2.25,43.18,it,3.48,2025,2024,113.43,146.32,136,250,82,19,97
319,19013.168776267215,932.3123021886627,937.717238374463,472.11024351265877,471.6845363924265,468.3042326538697,659.3320361210334,936.4707213294046,658.5853307398614,11.07,2.38,52.480000000000004,fm,7.0,2024,2026,78.67,150.65,162,258,91,18,31
320,19021.50658131902,932.6439425624674,938.4723758591653,472.1138278712834,471.7639334833624,468.4490669990923,660.1392506000449,936.8216111300707,658.6337549232769,10.03,2.24,80.42,tv,3.56,2023,2026,120.16,134.94,244,139,16,18,43
321,19021.904981498195,932.9899053247001,939.2635798343535,472.13246093004494,472.09969157332375,468.60324504509424,660.7316122346832,936.9949247408166,658.6808441502233,11.46,2.34,45.03,so,5.45,2023,2026,35.56,174.18,212,243,30,20,73
322,19050.58723099325,933.1470680898642,939.8737095459663,472.21737169969646,472.12132046638436,468.6195865559975,660.9475890432635,936.9994131468397,658.8048431916532,10.97,2.2800000000000002,68.47999999999999,zm,7.03,2023,2030,170.12,69.2,210,84,19,12,66
323,19054.26635785751,933.3831695424051,940.1650754814332,472.42187173893456,472.3488822020694,468.72982858562494,661.0257969654831,937.3823326494233,659.3429993106209,8.72,2.41,72.22999999999999,ag,3.75,2024,2027,132.32,45.37,201,159,2,15,63
324,19054.302435959955,933.6479011744807,940.8510608476224,472.4222278851231,472.52448013048695,468.84927609464836,661.159203049038,937.9872061037318,659.3673857679346,10.3,2.2800000000000002,49.06,sn,6.62,2024,2030,32.92,122.92,63,94,81,20,95
325,19056.836973242196,933.8397635590327,940.9300762655791,472.4757338646473,472.6346756735119,468.8502443681683,661.1803768155845,938.6960819930413,659.5713365352212,11.43,2.39,56.76,br,7.23,2024,2023,152.01,44.58,62,294,81,14,90
326,19057.34848567775,933.9526862288612,941.0598019532822,472.838485233938,473.165400596567,469.02999741374344,661.5959916954058,939.5931563139584,659.5758424927354,10.05,2.29,45.64,bt,3.8600000000000003,2024,2030,30.84,83.06,87,229,15,10,59
327,19064.43284694216,934.7028543283884,941.9281914905416,472.87283029350874,473.20535337230416,469.06780178895593,662.6636313858194,939.8314834622636,659.7522214480083,8.26,2.3,33.47,li,6.25,2024,2024,161.73,156.06,67,181,58,19,73
328,19067.051997836144,935.1802427652174,942.304567979177,473.16097630732867,473.41090977362524,469.0926636892411,662.9719582204242,940.4083135825304,660.2625565493149,10.31,2.22,65.37,ht,7.44,2023,2023,145.81,87.49000000000001,158,81,25,18,71
329,19069.398376335157,935.7348436559055,942.3922940013907,473.2681040269985,473.93822687398585,469.1291433571467,663.328742261955,940.7047415617935,660.2859972187822,8.22,2.38,32.65,ee,4.3,2025,2026,103.42,178.96,34,177,87,17,88
330,19075.407517678203,935.822049936895,942.8792124443718,473.3181579966289,474.06936685878196,469.4899626827326,663.8515460701285,941.2107430939299,660.2918812968185,9.06,2.26,79.74000000000001,sb,6.01,2023,2030,121.14,185.95,16,227,18,12,74
331,19089.771542691942,936.3670997950073,943.1188465591251,473.32317755149467,474.0732590927669,469.4932950784033,664.2047668869435,942.0073492006007,660.4394789664975,11.129999999999999,2.4000000000000004,75.75,au,6.1,2025,2027,65.38,136.75,184,131,21,16,88
332,19091.103063086513,936.764209176252,943.1499729895743,473.35246856196926,474.4492255043895,469.6169955515373,664.4662918357462,942.5290412858084,660.6323237869024,11.14,2.2800000000000002,68.09,bd,5.87,2021,2027,172.45,133.51,165,254,93,19,58
333,19094.315241112814,936.9922123772707,943.7280908124859,473.3969692293235,474.75555818834385,469.71556534832524,664.6418429668558,942.8797643174953,660.8996597362591,8.56,2.34,56.77,mh,6.35,2021,2028,173.79,143.61,268,92,54,15,89
334,19124.795434230662,937.3028490197171,943.7355935920482,473.41310161950264,474.7587437951623,469.97678246162843,664.6601747198955,943.6297683090884,661.2883983805948,9.64,2.3600000000000003,69.96000000000001,co,3.8899999999999997,2022,2029,161.5,61.16,115,153,78,13,55
335,19129.3106558297,937.4536060571055,944.6367873326612,473.5109496949235,475.1767764945452,470.00051949027204,664.6699391962695,943.9998127778795,661.5574352072854,9.87,2.38,60.97,et,6.43,2022,2025,161.97,72.88,60,253,12,17,31
336,19133.37143095805,937.4781208119789,944.7809497867082,473.56276974641406,475.441715911676,470.2606036642263,664.8246131598223,944.1151102072774,661.6583858264542,10.94,2.3200000000000003,82.64,gt,4.0600000000000005,2025,2030,151.29000000000002,41.01,49,250,68,14,64
337,19135.600288059144,937.6793896677924,945.2884276746214,473.630092553728,475.4676981303293,470.2668778609919,664.8927091576031,944.1897281616813,662.556526430886,9.41,2.31,46.739999999999995,gq,4.12,2022,2025,144.76999999999998,86.02000000000001,232,173,23,11,38
338,19159.33597640206,938.9743909522151,945.4544949443259,473.6676326260893,475.87864539929916,471.1159226389134,664.9550228961773,944.2898156184995,662.7919430275138,11.99,2.26,55.42,iq,5.34,2023,2027,48.6,94.86,48,138,5,17,61
339,19160.094041157125,939.1852411177736,945.5259941592415,474.1402451537259,476.0643588263559,471.2221055237832,664.9603546475581,944.5695172168714,663.0773735152673,10.8,2.4000000000000004,33.07,vu,3.99,2024,2027,110.72,99.22999999999999,49,51,80,17,42
340,19174.43571779382,940.1582460324612,945.5604387987674,474.2950390365685,476.06977656762535,471.65075857595536,665.3183673215655,944.697454334693,663.3894484001415,11.24,2.26,33.08,pe,3.15,2024,2030,54.31,123.9,223,239,81,19,76
341,19191.31541678621,940.3802614216042,945.7764292512707,474.45225736480216,476.2973134595809,471.86386863769883,665.9203049284383,945.5104749460793,663.7742423591097,8.94,2.42,45.25,es,5.779999999999999,2021,2030,143.57,87.96000000000001,180,54,85,10,89
342,19193.298393332156,941.035146546582,945.8822321596718,474.5493427133642,476.33830184426614,472.02158351811175,666.4389897365081,945.5322175432725,664.5234240016596,11.73,2.27,48.370000000000005,is,4.05,2025,2025,89.38,142.17000000000002,261,126,20,12,86
343,19197.69788410923,941.1821095429091,945.9050326564093,474.6216989232594,476.67259817768456,472.05054638016907,666.6019115524018,945.91123295757,664.5334819023356,11.18,2.24,69.07,sv,6.51,2025,2024,47.480000000000004,186.91,45,68,97,12,52
344,19212.084207645268,941.6033192501069,945.9748932382983,474.9561597386179,477.05646273978596,472.11607503095155,666.8501010330931,945.9340002808688,664.5698596500342,10.52,2.39,72.67,bn,5.08,2021,2024,89.69,146.72,279,195,96,19,46
345,19221.928405531107,942.3248757918686,946.4712705094648,475.1081843992298,477.20740241709643,472.3361891826638,667.4830771814558,946.0491781105521,664.805500678435,11.17,2.2800000000000002,78.09,rw,4.720000000000001,2025,2030,92.35,152.70999999999998,17,205,50,11,52
346,19222.507294079776,942.7997695221765,946.5130593844885,475.1090847992821,477.3414365097134,472.53740095888935,668.2138168773589,946.3097405122516,665.5304110369713,10.99,2.41,73.0,mz,3.75,2023,2025,98.52,83.36,169,252,17,19,63
347,19224.603214757295,943.4956968760837,946.7108022043709,475.14858381091017,477.38451274503086,472.54359840916027,668.446710306453,946.4184134257856,666.6741756100988,10.02,2.39,81.66,tn,4.38,2025,2028,40.24,133.28,30,200,43,15,56
348,19225.182973415238,944.6745350688002,947.5023977583147,475.1847871332224,477.7083229072714,472.6552413303462,669.2930517818337,946.6481824982811,666.8759397520148,11.14,2.2800000000000002,42.81,ad,3.6399999999999997,2023,2027,31.12,59.64,17,64,2,15,56
349,19240.84823863256,944.7519809274959,947.5710577668792,475.5867678737716,478.3062506824877,472.77691971324293,669.4147891826269,947.7090988054896,667.4979664370611,11.2,2.3200000000000003,47.239999999999995,gr,5.45,2025,2025,55.260000000000005,162.26,167,212,82,15,56
350,19241.539608455627,944.9893808457579,948.0200898159018,475.66350311519085,478.5689128102412,472.94505827882887,669.4498515319692,948.1520043006042,668.0004960345125,10.15,2.35,56.82,rs,4.640000000000001,2022,2029,178.07,70.73,210,283,52,18,69
351,19245.523500773827,945.2889655059726,948.1841871819971,475.89444337541545,478.76529725524125,472.97690926262345,669.7192547912416,948.4244045393967,668.0600804823138,11.3,2.4000000000000004,44.72,cz,4.65,2024,2024,98.48,98.17,294,288,92,19,45
352,19247.31929753244,945.60933125212,948.5415881525079,476.37559187625,478.85844839957133,473.31138433654365,670.0809323167097,948.9882777063585,668.2127665772352,8.629999999999999,2.3200000000000003,53.629999999999995,by,5.85,2023,2025,51.480000000000004,151.16,25,273,23,17,36
353,19255.099213172114,945.952716003572,948.7634123032619,476.56531810447734,479.30106308508414,473.3741456012755,670.9155518356572,949.1354138817914,668.311968923939,9.59,2.41,57.88,la,3.55,2024,2023,168.72,160.45999999999998,94,102,28,14,38
354,19255.560381899762,946.2576719101673,948.8251517354865,476.6010198583382,479.45512500874474,473.86585087753264,671.1495964111944,949.1439072745699,668.4345390401859,10.98,2.2800000000000002,44.06,sv,5.390000000000001,2023,2027,39.39,128.23000000000002,23,52,23,11,51
355,19267.68146458601,946.3605295911995,949.595302153982,476.7909652559795,479.52576441443694,474.4285810488828,671.2124997910112,949.9535172900709,668.4867145066135,11.06,2.26,67.19,nl,3.8,2021,2028,39.91,70.07,25,202,31,14,89
356,19273.084020715305,946.5725486483427,950.8534993925108,476.965843592956,479.82120480617874,474.51086471620494,671.3321238569856,950.0869531840938,668.6067074142976,8.45,2.26,35.9,bs,3.5300000000000002,2021,2030,120.73,76.8,256,134,100,14,96
357,19278.14666848988,947.0582389498265,951.0279078293473,476.9862095007336,479.8699147126574,474.5271466333974,671.3502463114236,950.1519099083368,668.9493224180056,9.88,2.37,30.62,ca,6.32,2023,2027,41.86,157.61,235,122,84,18,92
358,19280.829749465112,947.162405936591,951.4312821942765,477.05496646095537,479.9378743502822,474.8263904518781,671.8691764457072,950.2711080738701,669.1044788564724,9.94,2.38,53.04,kz,4.91,2024,2028,121.95,152.07999999999998,158,239,11,17,69
359,19291.121619880876,947.2390307065451,951.5883193363991,477.53224813739246,480.6497998153496,475.06056612955433,671.9156267467406,950.9849140546221,669.4545499499333,11.93,2.3200000000000003,68.83,ru,4.34,2021,2026,52.71,76.06,263,30,55,17,78
360,19293.048859394738,947.5349385173503,952.2069989061607,477.55068782392556,480.6724933097047,475.3530579129578,672.3043346330029,951.1354777261091,669.9245240554324,10.7,2.22,78.97,tl,4.1899999999999995,2021,2029,48.08,186.07,145,158,48,19,55
